cust_no,  cust_name,  street,  number,  town,  post_code,  cr_limit,  curr_balance
594,  'Κατσαντώνης Ο.Ε.',  'Κωτιλίου',  155,  'Ηγουμενίτσα',  97324,  19177.6,  11656.98
595,  'Πουφτσής-Μπλιατσίου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Αρνά',  185,  'Λευκάδα',  69345,  21387.39,  19773.64
596,  'Ζουκής-Κοντογιάννη Α.Ε.',  'Αχλαδοκάστρου',  209,  'Αργοστόλι',  46063,  24667.22,  8485.15
597,  'Αρχάκη-Καραθανάση Α.Ε.',  'Αυγενικής',  94,  'Γρεβενά',  75799,  10566.47,  30.85
598,  'Μοσχόπουλος και υιοί',  'Μελισσίου',  210,  'Ερμούπολη',  66354,  4677.64,  196.66
599,  'Παπουδής Ο.Ε.',  'Καραντάνα',  153,  'Φλώρινα',  48812,  5489.15,  2830.73
600,  'Ζευγίτης-Κουρής Ο.Ε.',  'Λεωφόρος Καστελλίων',  157,  'Πολύγυρος',  58712,  3077.29,  434.34
601,  'Καπετάνιος Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Παυλίδου',  252,  'Μυτιλήνη',  20349,  22187.43,  19695.81
602,  'Καφίρης-Μπλανάς και υιοί',  'Στέρνας',  6,  'Κοζάνη',  46766,  10677.23,  1847.41
603,  'Προβής Τραχίλης και Καραΐσκος',  'Πάροδος Φιλυρίας',  132,  'Δράμα',  21237,  23079.34,  11433.09
604,  'Δάφνη Ο.Ε.',  'Μωυσίδου',  293,  'Πύργος',  96765,  20709.8,  9025.58
605,  'Λαζαρίδης-Μασόπουλος Α.Ε.',  'Λεωφόρος Λευκοπηγής',  9,  'Κατερίνη',  11427,  4399.67,  6039.96
606,  'Μαρκόπουλος Ο.Ε.',  'Ματεντσίδου',  285,  'Λιβαδιά',  23093,  20914.66,  22384.27
607,  'Παππά-Μαργαρίτη',  'Πλ. Δαμακινίου',  78,  'Ηγουμενίτσα',  22451,  21307.65,  10375.04
608,  'Γιατρομανωλάκης-Βαρσάμου Α.Ε.',  'Μίνας',  52,  'Αγ. Νικόλαος',  29600,  9682.8,  1502.62
609,  'Γρηγοριάδης Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Μυρτουντίων',  155,  'Δράμα',  79592,  16557.34,  9329.97
610,  'Θεοδοσιάδου-Κωστοπούλου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Πάροδος Μπράλου',  51,  'Ναύπλιο',  72366,  16553.23,  5076.03
611,  'Τζιάρας-Σταθάτος Α.Ε.',  'Κλαδορράχης',  21,  'Φλώρινα',  53210,  19403.32,  9803.6
612,  'Θεοδοσίου-Γρηγορόπουλος',  'Γαβριήλ',  2,  'Ναύπλιο',  82155,  22038.94,  2344.6
613,  'Αντωνίου Λιούτας και Καρακυρίου',  'Σερνικακίου',  82,  'Πρέβεζα',  75932,  6616.47,  858.06
614,  'Τζέκος-Χαραλαμπίδης Ο.Ε.',  'Πάρ. Αλευρούς',  77,  'Πρέβεζα',  56606,  3525.88,  1455.66
615,  'Καρανασίου και υιοί',  'Πάρ. Ρωμιάς',  262,  'Ιωάννινα',  91737,  18993.23,  7082.21
616,  'Ζυγούρη Πουλημένος και Μίχος',  'Λιοσίων',  16,  'Θεσσαλονίκη',  13809,  19308.78,  6763.22
617,  'Ροδίτου-Πατσούρας και υιοί',  'Κορμίστης',  18,  'Πολύγυρος',  88876,  14976.2,  12914.71
618,  'Σμαρδάς-Σκοτάδη',  'Συκά Υπάτης',  103,  'Αθήνα',  95982,  8205.34,  4753.76
619,  'Μιχαηλίδου-Σπανίδου και υιοί',  'Σκούρα',  53,  'Ηγουμενίτσα',  15399,  3013.01,  443.09
620,  'Τζαναβάρα Α.Β.Ε.Ε.',  'Λεωφόρος Καστανώνος Ζαγορίου',  228,  'Λαμία',  81405,  17094.9,  11104.35
621,  'Ψυλλάκης Τζήκας και Σάουερ',  'Κινιδάρου',  93,  'Ζάκυνθος',  89566,  4348.04,  622.12
622,  'Κουτελιέρης-Δαγλή Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Πλατεία Εκκλησιών',  111,  'Θεσσαλονίκη',  16510,  10412.57,  6920.7
623,  'Δαΐκου Γκικόπουλος και Σπυρόπουλος',  'Γαλίφας',  243,  'Ρόδος',  43173,  16833.07,  15134.14
624,  'Τριβέλλας-Μεταξάς και υιοί',  'Σταυρού',  290,  'Λάρισα',  37294,  9031.86,  4752.89
625,  'Καραμάνος Α.Ε.',  'Μαραντοχωρίου',  233,  'Ξάνθη',  85102,  13195.26,  12216.28
626,  'Μεταξάς-Πάντζιου',  'Πάροδος Αγίου Πολυκάρπου',  247,  'Αλεξανδρούπολη',  97025,  24190.24,  19509.32
627,  'Κωτούλα-Ξηρογιάννης',  'Μάλεμε',  193,  'Καβάλα',  82416,  14430.12,  712.74
628,  'Φερεντίνος Α.Β.Ε.Ε.',  'Καρολίδου',  51,  'Πάτρα',  25683,  10769.14,  3252.64
629,  'Ξηρογιάννης-Ραφιός Ο.Ε.',  'Πλαγίων',  191,  'Ηράκλειο',  96596,  21380.82,  22604.0
630,  'Λουμπούτσκου-Ευκαρπίδης και υιοί',  'Αντιγονείας',  5,  'Κατερίνη',  15929,  6411.51,  22.91
631,  'Κοντός Λιούτας και Κυπριώτης',  'Σαμτανίδου',  4,  'Χίος',  73254,  23743.32,  25236.92
632,  'Βουλγαρίδου-Κουμιώτης Ο.Ε.',  'Νεάπολης',  190,  'Κόρινθος',  38265,  13746.85,  6008.82
633,  'Ματεντσίδου Δάφνη και Μπατσάκη',  'Βράχου',  131,  'Αθήνα',  42243,  12692.87,  14434.92
634,  'Ρόγγα-Λιανάκης Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Καρατάσου',  139,  'Άμφισσα',  45616,  13885.82,  897.15
635,  'Τερζής-Νικητόπουλος Ο.Ε.',  'Πολατίδου',  173,  'Λευκάδα',  91576,  10659.28,  9535.45
636,  'Παληός-Κεφαλή',  'Νικήτης',  91,  'Χανιά',  96191,  16557.54,  3614.91
637,  'Θεοδωρικάκος-Ζαφείρη',  'Κακοτρίχη',  22,  'Πολύγυρος',  74213,  18810.66,  6854.35
638,  'Σαρρή-Μανίκας',  'Πάροδος Σφηνωτού',  254,  'Κατερίνη',  78008,  10852.31,  9737.55
639,  'Νικολαΐδης Α.Ε.',  'Γεωργάνων',  134,  'Αλεξανδρούπολη',  76906,  23699.93,  38.25
640,  'Πάνος-Μισίδου Α.Ε.',  'Παχυκαλάμου',  297,  'Γρεβενά',  15162,  20376.55,  4781.68
641,  'Μπελέκου-Γκότσης Α.Β.Ε.Ε.',  'Ψαθογιάννου',  243,  'Πύργος',  83971,  21635.19,  14131.56
642,  'Παλλάς-Γρηγορίου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Λεωφόρος Ελληνοχωρίου',  276,  'Πύργος',  65823,  6423.82,  2068.61
643,  'Κωνσταντάς Γεροδήμος και Γερούκη',  'Καλού Χωρίου',  160,  'Σέρρες',  44702,  19484.75,  12559.24
644,  'Μαγκούφης Α.Ε.',  'Γεωργιάδου',  56,  'Τρίπολη',  79469,  7041.47,  38.27
645,  'Ρέντας-Καρυδά και υιοί',  'Πλατεία Ξινονερίου',  177,  'Θεσσαλονίκη',  44003,  17702.05,  15918.49
646,  'Κούρτης Ριζούλης και Πιτερός',  'Γιατράκου',  116,  'Λάρισα',  97791,  12457.48,  8001.68
647,  'Ξηρογιάννης Φιλίππου και Παντίσκα',  'Κασάνου',  178,  'Ρόδος',  47200,  22947.03,  6267.44
648,  'Σταμέλος και υιοί',  'Κορυδαλλού',  182,  'Κατερίνη',  88011,  19169.85,  1144.95
649,  'Μποφός και υιοί',  'Πλαγιών',  110,  'Ρόδος',  48113,  22383.29,  3954.49
650,  'Φραντζής Πέτση και Μασγαλάς',  'Παλιούρα',  235,  'Καλαμάτα',  93120,  16665.21,  13509.68
651,  'Δημητρέλου Τζιόβα και Μποζίκης',  'Κετεσίδου',  244,  'Ηγουμενίτσα',  17008,  22849.27,  13476.92
652,  'Τυμβίου Μαλλή και Σαλίχος',  'Εμμανουήλ Παππά',  12,  'Χανιά',  93483,  9924.88,  2904.85
653,  'Παπαδημητριάδης-Ταξίδου',  'Κυριακοχωρίου',  54,  'Κατερίνη',  59877,  5755.05,  3786.44
654,  'Γεννηματάς-Ότσος Ο.Ε.',  'Χαρακίου',  83,  'Καβάλα',  85142,  15633.45,  1868.2
655,  'Δεδούκου-Καραγρηγορίου',  'Δρακότρυπας',  252,  'Ερμούπολη',  18751,  5014.97,  4028.78
656,  'Κουταλιός-Καλαϊτζοπούλου',  'Φραγκουλαιίκων',  198,  'Χανιά',  60951,  6281.72,  1260.63
657,  'Νικουλής Ο.Ε.',  'Ματσουκίου',  30,  'Ζάκυνθος',  96929,  16772.34,  16052.08
658,  'Τζεβελέκος-Κουτσουλής Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Μεσοχωρίων',  193,  'Θεσσαλονίκη',  93373,  18420.32,  8012.83
659,  'Κασμιρλή-Σιόλου',  'Καραϊσκάκη',  4,  'Καλαμάτα',  73027,  17602.08,  2158.85
660,  'Κυρίτσης Α.Β.Ε.Ε.',  'Πάροδος Αμυγδαλοκεφαλίου',  118,  'Βόλος',  52483,  10598.5,  9899.48
661,  'Βαλκάνου Ο.Ε.',  'Παραδεισίου',  12,  'Ξάνθη',  43252,  19420.68,  16399.56
662,  'Φασατάκη Τερζής και Ξανθοπούλου',  'Βαϊραμίδου',  210,  'Καστοριά',  36588,  6684.39,  4030.99
663,  'Ζαχαρίου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Καματερού',  244,  'Λαμία',  33622,  8966.69,  8591.15
664,  'Μπούζα Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Λεωφ. Προσοτσάνης',  87,  'Πρέβεζα',  10338,  17590.42,  19056.54
665,  'Χωρινού-Κωνσταντακόπουλος',  'Σκοπιάς',  152,  'Χαλκίδα',  98416,  7405.64,  6439.22
666,  'Σδραλλής Βαλαβάνης και Μαρακάς',  'Πολυάνθου',  197,  'Κομοτηνή',  30190,  19540.77,  10825.81
667,  'Τολούδης Τζανουδάκης και Αραπάκη',  'Πουλίδα',  279,  'Καστοριά',  42701,  17644.29,  13646.38
668,  'Γκουτζαμάνης Κοκκίνου και Παπακωνσταντίνου',  'Θεοδοσίων',  289,  'Πολύγυρος',  32547,  21377.92,  5037.02
669,  'Πολέμη-Αλυσανδράτου Α.Ε.',  'Μεγίστης',  286,  'Άμφισσα',  18028,  19416.29,  13875.87
670,  'Βερβίτη-Παπαγιαννόπουλος',  'Παλλαντίου',  255,  'Τρίπολη',  97177,  12061.8,  3483.34
671,  'Σελινοπούλου-Ζαφείρης',  'Μαρουγιάννη',  41,  'Βέροια',  43974,  23513.45,  11963.68
672,  'Παπαδόπουλος-Τρεντσίου Α.Ε.',  'Λεωφόρος Κονταριωτίσσης',  80,  'Λιβαδιά',  96875,  9732.68,  2033.65
673,  'Κατσογιάννης Α.Ε.',  'Μονολίθου',  95,  'Σάμος',  29340,  12119.09,  3715.11
674,  'Καραγιάννης-Νασίκας',  'Γρεβενιτίου',  19,  'Καρδίτσα',  95889,  12955.51,  77.32
675,  'Δουμάς-Κανελή Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Γαλλικού',  271,  'Λευκάδα',  18509,  23970.47,  13429.12
676,  'Σφακιανάκη Λυγκούρας και Χατζηβλασίου',  'Σακκή',  52,  'Πολύγυρος',  60732,  11241.47,  9208.92
677,  'Δημόπουλος Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Πλ. Περάμα',  120,  'Κιλκίς',  67443,  16717.2,  4990.0
678,  'Αναστασόπουλος Α.Ε.',  'Ριγκλίων',  278,  'Μεσολόγγι',  69761,  9346.11,  154.3
679,  'Μποτσώλης Α.Β.Ε.Ε.',  'Τζιρατούδη',  206,  'Ναύπλιο',  87791,  16632.25,  7937.67
680,  'Τάσιος Σαλίχος και Ζαβιτσάνου',  'Πιλαλίστρας',  232,  'Αλεξανδρούπολη',  21434,  17624.83,  10310.64
681,  'Μάνος-Συμεωνίδου',  'Κουτσοποδίου',  206,  'Αργοστόλι',  80408,  18441.13,  39.89
682,  'Ότσος και υιοί',  'Βρεσθένων',  76,  'Κιλκίς',  68591,  9301.08,  3816.66
683,  'Χατζή-Κονδυλίδης Α.Β.Ε.Ε.',  'Οινόης',  140,  'Καρπενήσι',  24180,  9648.46,  9290.2
684,  'Τσώνης-Σαραντινός',  'Πάροδος Λεχαινών',  277,  'Καβάλα',  10168,  16199.02,  13224.95
685,  'Τσιαμούρας-Μαστρογιάννης',  'Θαυμακού',  100,  'Καρδίτσα',  35525,  5788.29,  448.5
686,  'Νιτσοτόλης-Αραπάκη',  'Σμίλας',  205,  'Λευκάδα',  19838,  23245.11,  7935.96
687,  'Μαμαλά Τζιγκούρα και Χαλαντζούκα',  'Αμελάντων',  137,  'Λευκάδα',  13939,  22323.55,  8973.55
688,  'Μπαλτατζή-Πέττα',  'Λεήμονα',  138,  'Πολύγυρος',  43288,  23192.03,  18644.59
689,  'Τσακανίκας Ο.Ε.',  'Διστράτου',  25,  'Χίος',  87008,  12283.07,  7152.88
690,  'Γαρουφαλής-Σπηλιώτης',  'Αγίου Βασιλείου Κυνουρίας',  118,  'Ρόδος',  47214,  16915.56,  14090.38
691,  'Ταυλαρίδου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Κουτσοβίδου',  35,  'Έδεσσα',  88352,  13124.36,  4644.78
692,  'Γιαννακόπουλος Ντανώλα και Μαρακάς',  'Γουμένισσας',  50,  'Κιλκίς',  25339,  8281.63,  6302.16
693,  'Κουλουμπού-Ζηρός',  'Βαπτιστού',  23,  'Ξάνθη',  27684,  19622.94,  16200.13
694,  'Γκιριτζιώνη Ο.Ε.',  'Καλαμαύκας',  157,  'Σπάρτη',  22125,  22385.22,  12181.58
695,  'Χουλιάρας Βολικάκης και Μιχελακάκη',  'Βιτάλων',  112,  'Κοζάνη',  44323,  12231.26,  8808.97
696,  'Μητρίδης-Κωτούλα Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Λεωφόρος Ξηρονομής',  138,  'Λαμία',  29208,  22051.27,  19997.53
697,  'Χορόζη-Καλέμη',  'Ασουχίδου',  91,  'Χαλκίδα',  51079,  22656.3,  9197.97
698,  'Χρυσικάκη Μαυρίδη και Καρανασίου',  'Βρυσιών',  12,  'Άμφισσα',  14267,  18350.1,  18888.86
699,  'Ανδρικόπουλος Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Πλ. Λιγορτύνου',  148,  'Κοζάνη',  60164,  3016.23,  516.62
700,  'Αργυρίου Α.Β.Ε.Ε.',  'Δερβιζιάνων',  34,  'Χίος',  12430,  6051.87,  5263.57
701,  'Σιώρης Κωνσταντινίδου και Σόφρα',  'Θωμάκου',  276,  'Ρέθυμνο',  76179,  13168.39,  2027.65
702,  'Περπινιάς Α.Ε.',  'Μπάφρας',  234,  'Ηγουμενίτσα',  76244,  10905.63,  992.25
703,  'Θωμάκου Μυλωνάς και Μυσιρλής',  'Πάροδος Ανάβρας',  208,  'Καρδίτσα',  87370,  17202.31,  13467.13
704,  'Κατσιλλή-Σιδηροπούλου και υιοί',  'Πλατεία Γκριμπόβου',  10,  'Άμφισσα',  79404,  8781.52,  8047.12
705,  'Τσιαμούρας-Φειδερόπουλος Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Λεωφ. Αμπελοκάμπου',  38,  'Δράμα',  17716,  7769.94,  1079.44
706,  'Λιανάκης-Χατζηκύρκος',  'Πάρ. Κουκλιών',  229,  'Λευκάδα',  80800,  21554.39,  2533.41
707,  'Παπουδής και υιοί',  'Πάρ. Σεβαστιανών',  14,  'Καλαμάτα',  48614,  16388.78,  2171.08
708,  'Σταυρίδου-Προβής και υιοί',  'Πλ. Φούφα',  215,  'Ρέθυμνο',  58902,  12830.48,  1376.12
709,  'Πλακωτάρης-Κυμπάρης',  'Εξανθείας',  98,  'Λιβαδιά',  64981,  22624.5,  12235.38
710,  'Χατζηχαρίστου Φιλιππόπουλος και Τσικνιάς',  'Τυμφρηστού',  273,  'Μεσολόγγι',  63312,  20152.15,  1170.48
711,  'Τσώνης-Κυργιάκης',  'Πλ. Κερασεών',  96,  'Φλώρινα',  74871,  20982.47,  14576.12
712,  'Τσανάκα-Βαρσάμου και υιοί',  'Τάντου',  183,  'Ξάνθη',  26154,  4577.39,  3571.35
713,  'Πιτερός-Τάτση',  'Λεωφόρος Κοντιά',  260,  'Χανιά',  48607,  18722.76,  5499.28
714,  'Ότσος-Γεωργακοπούλου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Σταυρουπόλεως',  6,  'Λάρισα',  68836,  10656.32,  6205.03
715,  'Χριστοδούλου Τσουράκη και Ντουλιάς',  'Βαΐου',  197,  'Σάμος',  21066,  10474.48,  4472.12
716,  'Τάρναρης Ρόκκα και Μανιτάρου',  'Κεφαλίου',  198,  'Καρδίτσα',  76592,  24185.87,  13201.84
717,  'Μητρίδης Μπακουλή και Κορωνίδου',  'Λεωφ. Αξού',  61,  'Βόλος',  32867,  5986.23,  884.62
718,  'Παναγιωτακοπούλου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Πλατεία Σπηλαίων',  26,  'Καρδίτσα',  46836,  5691.85,  540.31
719,  'Μοσχοβάκη Α.Β.Ε.Ε.',  'Κυριακούλη',  293,  'Ζάκυνθος',  24939,  10230.31,  817.19
720,  'Πουρνάρα-Μόναχας',  'Πλ. Λυσσαρέας',  239,  'Ερμούπολη',  14743,  21408.94,  14438.49
721,  'Κόλλια Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Αφροξυλιάς',  179,  'Σάμος',  58112,  16472.1,  14321.36
722,  'Ασαρίδης Ο.Ε.',  'Νερομάννας',  257,  'Άμφισσα',  98484,  17023.57,  6525.48
723,  'Κονσούλα-Κουρσάρης',  'Πλ. Εύας',  168,  'Πρέβεζα',  39685,  9227.23,  8107.21
724,  'Καλαμάρα Ξηρός και Μπαφίτη',  'Μυτιλήνης',  86,  'Κέρκυρα',  76579,  10708.95,  1098.51
725,  'Δήμου-Μυτελέτσης Α.Β.Ε.Ε.',  'Μασαούτη',  60,  'Καρπενήσι',  55605,  16447.39,  248.18
726,  'Αλεξόπουλος-Παπαθωμά Α.Β.Ε.Ε.',  'Κοκκινοχωρίου',  17,  'Γρεβενά',  52359,  3363.85,  2687.75
727,  'Δρακάκη Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Καμινακίου',  209,  'Σπάρτη',  57748,  9997.1,  3086.71
728,  'Δουβρόπουλος-Μπίκα',  'Αδένδρου',  44,  'Κομοτηνή',  29082,  16222.6,  13868.88
729,  'Καλαϊτζοπούλου Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Σολωμίδου',  113,  'Σπάρτη',  47336,  8476.37,  4459.84
730,  'Μπίκα Περράκης και Καραγιοβάννη',  'Ζήριας',  244,  'Καρπενήσι',  59025,  3149.91,  197.97
731,  'Μάνδρος Ζηρός και Ισάρης',  'Ελατείας',  226,  'Αθήνα',  85777,  12364.45,  7048.13
732,  'Αλαφάκης Α.Β.Ε.Ε.',  'Λεωφόρος Βαθυλάκκου',  262,  'Ξάνθη',  35754,  22466.94,  8650.62
733,  'Δημησκής Νικουλής και Καραντζόπουλος',  'Μπεστιάς',  244,  'Θεσσαλονίκη',  13063,  18471.12,  4735.39
734,  'Κετεσίδου Καπατσώρης και Ξυγκάκου',  'Αγίου Ιωάννου Μυλοποτάμου',  93,  'Αλεξανδρούπολη',  49372,  8002.51,  164.75
735,  'Κούτσικος-Πουλή και υιοί',  'Πάροδος Αετοπέτρας',  164,  'Δράμα',  13386,  24700.7,  5194.48
736,  'Ρέππος Καρούντζος και Φυδάνης',  'Σαμοθράκης',  221,  'Ηράκλειο',  78383,  10013.89,  8427.54
737,  'Λάλας-Νικουλής Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Πάρ. Τσαγκαράδας',  177,  'Χίος',  50469,  9579.05,  4463.75
738,  'Παπαθανασίου Ο.Ε.',  'Πλατεία Ταλάντων',  89,  'Άμφισσα',  53822,  14576.11,  2248.09
739,  'Σκοτάδη-Λεβέντης',  'Μιχαηλίδου',  6,  'Ηράκλειο',  21648,  3348.66,  1322.18
740,  'Ψυχιάς-Παπουλής Α.Ε.',  'Στεφάνου',  122,  'Ηράκλειο',  50639,  10739.44,  8149.06
741,  'Γρίβας-Μυσιρλής',  'Παπαστεργίου',  224,  'Άρτα',  70038,  4441.82,  2321.27
742,  'Γαβριδάκης-Μητσόπουλος και υιοί',  'Χαλανδρίου',  3,  'Πρέβεζα',  60447,  5573.8,  590.93
743,  'Γαρυφαλίδης-Αβραμίδης',  'Καλονύκτου',  158,  'Ναύπλιο',  96054,  24723.88,  22449.73
744,  'Σαλέμη Ξενίδη και Κουτσουρέλη',  'Πτελέας',  13,  'Κέρκυρα',  91288,  13411.71,  6833.92
745,  'Τσανδήλας Μαντζουράνης και Πετράκης',  'Μενδενίτσης',  194,  'Αργοστόλι',  43922,  6708.55,  2710.1
746,  'Γεροκώστα Καψάλης και Τζαβέλλας',  'Μαυρικίου',  198,  'Ρόδος',  43965,  22771.01,  7616.98
747,  'Καλδή-Σπανουδάκης Α.Β.Ε.Ε.',  'Χανδρά',  246,  'Μυτιλήνη',  22417,  19335.77,  18366.36
748,  'Φιλιππόπουλος Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Δρυάλου',  132,  'Τρίπολη',  94643,  4446.1,  606.85
749,  'Λιόντη Υφαντή και Καταραχιάς',  'Τουρλάδας',  1,  'Αργοστόλι',  41246,  17882.72,  16650.4
750,  'Μαγκανάρη-Φασουλή Ο.Ε.',  'Πλ. Δήμητρας',  221,  'Πολύγυρος',  39865,  18576.25,  18410.31
751,  'Γκαγκαουδάκης-Γαρουφαλής',  'Αμυγδαλέας',  147,  'Καστοριά',  31872,  6652.96,  5555.41
752,  'Τραχίλης-Σωτηράλης Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Μικρού Δάσους',  283,  'Έδεσσα',  58712,  5444.72,  2414.97
753,  'Δουλάμη Τσάτη και Γεωργακοπούλου',  'Τσουράκη',  100,  'Χανιά',  37053,  21891.19,  23078.62
754,  'Πετρίδου-Σκούμπρου',  'Λεωφ. Μεσοκάμπου',  98,  'Αθήνα',  73291,  24794.45,  14581.96
755,  'Ανδριόπουλος Α.Ε.',  'Πλατεία Δροσινή',  7,  'Πρέβεζα',  96860,  5295.3,  3602.93
756,  'Μαντζώρος-Ξενίδη',  'Μανέτα',  161,  'Χαλκίδα',  20515,  3769.09,  1913.59
757,  'Συμεωνίδου-Πολατίδου Α.Ε.',  'Κερκίνης',  99,  'Βέροια',  59200,  13956.02,  6459.01
758,  'Αγγελόπουλος Μελιτσόπουλος και Παπαγεωργίου',  'Αραχαμιτών',  188,  'Κατερίνη',  55458,  5808.49,  5646.33
759,  'Μαστρογιαννίδου-Καραγιάννης Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Ακόβου',  95,  'Κοζάνη',  47103,  13669.8,  13904.39
760,  'Λέλεκας Ζούνης και Δεδούκου',  'Χρυσοκεφάλου',  283,  'Γρεβενά',  79554,  10306.07,  2526.62
761,  'Χαραλαμπίδης-Μητσοπούλου Α.Β.Ε.Ε.',  'Αγγίστης',  253,  'Ναύπλιο',  18442,  24790.33,  5680.18
762,  'Σκαρλάτος-Νικολάου Ο.Ε.',  'Σταματούκου',  26,  'Φλώρινα',  93907,  11986.56,  11874.7
763,  'Γκικόπουλος και υιοί',  'Φειζατίδου',  191,  'Αγ. Νικόλαος',  95997,  21443.57,  5726.14
764,  'Βούλγαρης-Κανελλόπουλος Ο.Ε.',  'Μεσαρίστης',  69,  'Μυτιλήνη',  98339,  17084.73,  13960.88
765,  'Γιαννακέας Γεωργουλάκη και Κουρσουμίδης',  'Καργάκου',  110,  'Μεσολόγγι',  13586,  18743.74,  5644.28
766,  'Πανκίδου και υιοί',  'Λεωφόρος Πανιπερίου',  196,  'Ρόδος',  74357,  24472.08,  7495.03
767,  'Ραγκούσης Καρούντζος και Τσούρα',  'Σινιών',  88,  'Άμφισσα',  66981,  13078.37,  10915.08
768,  'Μανελίδης Καπετάνιος και Κουλουμπού',  'Τραπέζης',  65,  'Αθήνα',  98061,  10423.25,  8658.37
769,  'Τζιωρτζή Τσότρας και Βλάχος',  'Λεωφόρος Ζευγολατείου',  96,  'Κέρκυρα',  39615,  21135.13,  17472.09
770,  'Κουτσικόπουλος-Παπαχρήστου Ο.Ε.',  'Γαρεφείου',  69,  'Πύργος',  41604,  20793.76,  9934.8
771,  'Αναστασίου Ματεντσίδου και Πατσουρέα',  'Σκουτεσιάδας',  78,  'Χανιά',  34513,  10831.26,  4116.67
772,  'Θηβαίος Σάτλας και Γιαννές',  'Λυγαριάς',  6,  'Έδεσσα',  93951,  21020.66,  15642.35
773,  'Ταμιωλάκης-Κτενίδης Α.Ε.',  'Ζαρειφοπούλου',  242,  'Αργοστόλι',  44647,  15873.1,  2391.36
774,  'Κομπολιάς Φούσκας και Χρυσοβέργης',  'Παλαιοχωρίου Τυμφρηστού',  207,  'Λάρισα',  77754,  23561.85,  13022.03
775,  'Πολυχρονίδης Γιαννούκος και Μίχου',  'Λεωφόρος Ξάνθης',  113,  'Κιλκίς',  99380,  5850.61,  355.68
776,  'Βασιλείου και υιοί',  'Πλ. Μεσημβρίας',  270,  'Καλαμάτα',  76068,  17697.89,  7385.26
777,  'Μάστορας Γκίνης και Σταμόπουλος',  'Παύλου',  91,  'Βόλος',  93773,  17390.45,  7914.64
778,  'Μυτελέτσης-Λιόντη Α.Ε.',  'Μέσα Λακκωνίων',  271,  'Άρτα',  19059,  10474.78,  922.68
779,  'Τσιτούρας-Δερλώπα και υιοί',  'Διάβας',  208,  'Ιωάννινα',  26462,  3684.75,  1375.16
780,  'Δημόπουλος-Αγγελάκη',  'Φούφα',  121,  'Ηγουμενίτσα',  55692,  15292.18,  16534.99
781,  'Τσιπλίκωφ Ο.Ε.',  'Μαγικού',  36,  'Ρόδος',  97790,  16446.83,  13614.26
782,  'Αποστολίδου Χρονόπουλος και Μπουρλής',  'Λεωφ. Φούρκας',  63,  'Χανιά',  48480,  22137.44,  21623.12
783,  'Καμπούρη-Δημητρίου',  'Υδρούσσης',  244,  'Γρεβενά',  42680,  13290.15,  9554.66
784,  'Ζαχαρίου και υιοί',  'Διακουμή',  67,  'Έδεσσα',  86172,  17722.41,  15681.41
785,  'Βάσσης-Νανούρης Α.Ε. ΟΜΙΛΟΣ ΕΤΑΙΡΕΙΩΝ',  'Ξηροτύρη',  282,  'Κόρινθος',  32884,  17925.3,  9843.16
786,  'Χριστογιάννη Κυριαζής και Καρακυρίου',  'Φουρνής',  223,  'Φλώρινα',  11926,  9430.31,  8901.89
787,  'Κουτεντάκης-Κουτελιέρης',  'Πραστού',  103,  'Ρόδος',  79203,  22534.37,  22227.17
